Utilization,Number_of_tasks,Total skipped,Weakly hard,QoS,Task_1 skipped,Task_2 skipped,Task_3 skipped,Task_4 skipped,Task_5 skipped
1.250000,5,351,1,0.756757,2,100,0,189,60
1.250000,5,178,1,0.705298,0,68,0,90,20
