Utilization,Number_of_tasks,Total skipped,Weakly hard,QoS,Task_1 skipped,Task_2 skipped,Task_3 skipped,Task_4 skipped,Task_5 skipped
1.250000,5,276,1,0.765106,65,116,84,0,11
1.250000,5,140,1,0.782271,24,34,0,20,62
1.250000,5,191,1,0.790800,20,31,63,28,49
1.250000,5,50,1,0.851632,0,0,42,0,8
1.250000,5,39,1,0.872131,4,6,14,14,1
1.250000,5,183,1,0.801733,89,54,25,15,0
1.250000,5,109,1,0.698895,25,8,32,0,44
1.250000,5,327,1,0.736503,0,0,2,325,0
