0.500000,3,0,0,0,0
0.510000,3,0,0,0,0
0.520000,3,0,0,0,0
0.530000,3,0,0,0,0
0.540000,3,0,0,0,0
0.550000,3,0,0,0,0
0.560000,3,0,0,0,0
0.570000,3,0,0,0,0
0.580000,3,0,0,0,0
0.590000,3,0,0,0,0
0.600000,3,0,0,0,0
0.610000,3,0,0,0,0
0.620000,3,0,0,0,0
0.630000,3,0,0,0,0
0.640000,3,0,0,0,0
0.650000,3,0,0,0,0
0.660000,3,0,0,0,0
0.670000,3,0,0,0,0
0.680000,3,0,0,0,0
0.690000,3,0,0,0,0
0.700000,3,0,0,0,0
0.710000,3,0,0,0,0
0.720000,3,0,0,0,0
0.730000,3,0,0,0,0
0.740000,3,0,0,0,0
0.750000,3,0,0,0,0
0.760000,3,0,0,0,0
0.770000,3,0,0,0,0
0.780000,3,0,0,0,0
0.790000,3,0,0,0,0
0.800000,3,0,0,0,0
0.810000,3,0,0,0,0
0.820000,3,0,0,0,0
0.830000,3,0,0,0,0
0.840000,3,0,0,0,0
0.850000,3,0,0,0,0
0.860000,3,0,0,0,0
0.870000,3,0,0,0,0
0.880000,3,0,0,0,0
0.890000,3,0,0,0,0
0.900000,3,0,0,0,0
0.910000,3,0,0,0,0
0.920000,3,0,0,0,0
0.930000,3,2,0,2,0
0.940000,3,2,0,2,0
0.950000,3,2,0,2,0
0.960000,3,2,0,2,0
0.970000,3,2,0,2,0
0.980000,3,8,0,8,0
0.990000,3,8,0,8,0
1.000000,3,8,0,8,0
1.010000,3,8,0,8,0
1.020000,3,8,0,8,0
1.030000,3,8,0,8,0
1.040000,3,10,0,10,0
1.050000,3,10,0,10,0
1.060000,3,10,0,10,0
1.070000,3,10,0,10,0
1.080000,3,10,0,10,0
1.090000,3,14,0,14,0
1.100000,3,14,0,14,0
1.110000,3,17,0,17,0
1.120000,3,17,0,17,0
1.130000,3,17,0,17,0
1.140000,3,19,0,19,0
1.150000,3,19,0,19,0
1.160000,3,19,0,19,0
1.170000,3,19,0,19,0
1.180000,3,21,0,21,0
1.190000,3,21,0,21,0
1.200000,3,27,0,23,4
1.210000,3,27,0,23,4
1.220000,3,27,0,23,4
1.230000,3,27,0,23,4
1.240000,3,25,0,23,2
1.250000,3,31,0,23,8
1.260000,3,31,0,23,8
1.270000,3,31,0,23,8
1.280000,3,31,0,23,8
1.290000,3,30,0,24,6
1.300000,3,30,0,24,6
1.310000,3,30,0,24,6
1.320000,3,35,0,23,12
1.330000,3,35,0,23,12
1.340000,3,34,0,24,10
1.350000,3,34,0,24,10
1.360000,3,34,0,24,10
1.370000,3,34,0,24,10
1.380000,3,34,0,24,10
1.390000,3,38,0,24,14
1.400000,3,38,0,24,14
1.410000,3,38,0,24,14
1.420000,3,38,0,24,14
1.430000,3,38,0,24,14
1.440000,3,38,0,24,14
1.450000,3,38,0,24,14
1.460000,3,38,0,24,14
1.470000,3,38,0,24,14
1.480000,3,38,0,24,14
1.490000,3,38,0,24,14
1.500000,3,38,0,22,16
