1.150000,2,6,0,6
0.900000,2,11,0,5,6,0,0
0.900000,2,13,0,7,6,0,0
1.440000,5,52,42,0,0,10,0,0,42,0,0,0,0,42
1.440000,5,54,44,0,0,11,0,1,42,0,2,0,0,42
