1.300000,5,109,1,31,36,21,0,21
1.300000,5,109,1,0.778004,31,36,21,0,21
1.010000,5,0,1,1.000000,0,0,0,0,0
1.010000,5,0,0,1,1.000000,0,0,0,0,0
1.350000,5,178,9,0,0.637475,70,63,21,3,21
1.350000,5,193,24,0,0.606925,70,63,21,18,21
1.350000,5,112,112,0,0.771894,30,40,21,0,21
1.270000,5,107,107,0,0.782077,30,36,20,0,21
1.150000,5,63,62,1,0.871690,16,26,11,0,10
1.150000,5,63,62,1,0.871690,16,26,11,0,10
1.150000,5,63,62,1,0.871690,16,26,11,0,10
1.450000,5,144,144,0,0.706721,41,41,20,0,42
1.350000,5,112,112,0,0.771894,30,40,21,0,21
1.450000,5,503,503,0,0.690842,137,168,50,0,148
1.450000,5,173,173,0,0.706282,47,45,11,0,70
1.650000,5,239,239,0,0.594228,54,64,20,0,101
1.450000,5,102,102,0,0.792261,20,20,20,0,42
1.650000,5,101,101,0,0.794297,19,20,20,0,42
1.650000,5,101,101,0,0.794297,19,20,20,0,42
1.650000,5,101,101,0,0.794297,19,20,20,0,42
1.650000,5,101,101,0,0.794297,19,20,20,0,42
1.650000,5,195,195,0,0.668930,26,33,20,0,116
1.650000,5,195,195,0,0.668930,26,33,20,0,116
1.450000,5,165,165,0,0.719864,30,37,20,0,78
1.450000,5,165,165,0,0.719864,30,37,20,0,78
1.450000,5,165,165,0,0.719864,30,37,20,0,78
1.450000,5,165,165,0,0.719864,30,37,20,0,78
1.650000,5,195,195,0,0.668930,26,33,20,0,116
1.250000,5,107,107,0,0.818336,23,28,19,0,37
1.250000,5,108,21,0,0.816638,28,27,21,0,32
1.250000,5,143,0,1,0.757216,28,24,21,0,70
1.250000,5,114,114,0,0.806452,19,21,13,0,61
1.150000,5,72,72,1,0.877759,9,11,6,0,46
1.250000,5,114,114,0,0.806452,19,21,13,0,61
1.250000,5,143,0,1,0.757216,28,24,21,0,70
1.250000,5,114,114,0,0.806452,19,21,13,0,61
1.250000,5,111,111,1,0.811545,18,20,13,0,60
1.250000,5,10,6,0,0.600000,0,0,5,2,3
1.250000,3,1,0,1,0.923077,0,0,1
1.250000,3,3,3,0,0.769231,0,2,1
1.250000,5,973,973,0,0.797334,0,132,174,319,348
1.250000,5,314,314,0,0.880290,0,100,4,13,197
1.250000,5,57,57,0,0.824074,0,23,10,1,23
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.150000,5,144,108,0,0.555556,26,43,69,3,3
1.150000,5,140,106,0,0.567901,26,42,65,3,4
1.150000,5,144,108,0,0.555556,26,43,69,3,3
1.150000,5,144,108,0,0.555556,26,43,69,3,3
1.150000,5,144,108,0,0.555556,26,43,69,3,3
1.150000,5,144,108,0,0.555556,26,43,69,3,3
1.150000,5,144,108,0,0.555556,26,43,69,3,3
1.150000,5,144,108,0,0.555556,26,43,69,3,3
1.150000,5,144,108,0,0.555556,26,43,69,3,3
1.150000,5,31,31,1,0.808642,3,19,0,3,6
1.150000,5,306,306,1,0.874642,26,80,70,0,130
1.150000,5,306,306,1,0.874642,26,80,70,0,130
1.150000,5,306,306,1,0.874642,26,80,70,0,130
1.250000,5,459,459,0,0.811962,53,99,116,16,175
1.250000,3,85,85,1,0.805492,0,85,0
1.250000,3,85,85,1,0.805492,0,85,0
1.250000,3,85,85,1,0.805492,0,85,0
1.250000,3,85,85,1,0.805492,0,85,0
1.250000,3,85,85,1,0.805492,0,85,0
1.250000,3,85,85,1,0.805492,0,85,0
1.250000,3,85,85,1,0.805492,0,85,0
1.250000,5,91,91,1,0.887793,6,85,0,0,0
1.250000,5,107,107,0,0.669753,25,34,36,4,8
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,107,107,0,0.669753,25,34,36,4,8
1.250000,5,107,107,0,0.669753,25,34,36,4,8
1.250000,5,107,107,0,0.669753,25,34,36,4,8
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,107,107,0,0.669753,25,34,36,4,8
1.150000,5,144,108,0,0.555556,26,43,69,3,3
1.150000,5,144,108,0,0.555556,26,43,69,3,3
1.150000,5,140,106,0,0.567901,26,42,65,3,4
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,107,107,0,0.669753,25,34,36,4,8
1.250000,5,107,107,0,0.669753,25,34,36,4,8
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,107,107,0,0.669753,25,34,36,4,8
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,107,107,0,0.669753,25,34,36,4,8
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,107,107,0,0.669753,25,34,36,4,8
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,107,107,0,0.669753,25,34,36,4,8
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,107,107,0,0.669753,25,34,36,4,8
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,107,107,0,0.669753,25,34,36,4,8
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.250000,3,23,23,1,0.796460,1,14,8
1.250000,5,110,110,0,0.660494,25,34,40,4,7
1.150000,5,144,108,0,0.555556,26,43,69,3,3
1.150000,5,107,107,0,0.669753,25,34,36,4,8
1.150000,5,110,110,0,0.660494,25,34,40,4,7
1.150000,5,110,110,0,0.660494,25,34,40,4,7
1.350000,5,108,106,0,0.666667,17,42,28,7,14
1.350000,5,107,105,0,0.669753,16,42,28,7,14
1.350000,5,91,91,0,0.676157,19,24,16,16,16
1.350000,3,101,101,0,0.743655,35,45,21
1.350000,3,101,101,0,0.743655,35,45,21
1.350000,3,101,101,0,0.743655,35,45,21
1.350000,3,46,46,0,0.661765,9,26,11
1.350000,3,46,46,0,0.661765,9,26,11
1.350000,3,73,73,1,0.759076,18,39,16
1.350000,3,228,228,0,0.485327,0,0,228
1.350000,3,378,378,0,0.573844,115,148,115
1.350000,3,119,119,0,0.653061,24,68,27
1.350000,3,102,102,1,0.678233,81,4,17
1.350000,3,105,105,1,0.713896,10,82,13
1.350000,3,151,151,1,0.581717,4,16,131
1.350000,3,148,148,0,0.740806,45,93,10
1.350000,3,120,120,0,0.665738,42,36,42
1.350000,3,326,326,1,0.755071,198,3,125
1.350000,3,114,114,1,0.750547,69,4,41
1.350000,3,172,172,1,0.673624,86,0,86
1.350000,3,154,154,0,0.783404,88,8,58
1.350000,3,50,50,0,0.579832,23,27,0
1.350000,3,230,230,1,0.763618,20,182,28
1.350000,3,84,84,1,0.683019,10,6,68
1.350000,3,30,30,0,0.594595,5,14,11
1.350000,3,187,187,1,0.822749,0,187,0
1.350000,3,11,11,0,0.666667,4,6,1
1.350000,3,25,25,0,0.671053,8,8,9
1.350000,3,70,70,1,0.600000,51,12,7
1.350000,3,154,154,0,0.663020,31,49,74
1.350000,3,15,15,0,0.680851,4,8,3
1.250000,3,125,125,0,0.672775,44,38,43
1.250000,3,46,46,0,0.776699,0,0,46
1.250000,3,555,555,1,0.549147,555,0,0
1.250000,3,211,211,1,0.685544,41,68,102
1.250000,3,10,10,0,0.855072,0,10,0
1.250000,3,53,53,1,0.766520,42,0,11
1.250000,3,252,252,1,0.653370,0,0,252
1.250000,3,99,99,0,0.750630,44,33,22
1.250000,3,61,61,0,0.713615,22,19,20
1.250000,3,215,215,1,0.749709,74,3,138
1.250000,3,7,7,0,0.695652,0,7,0
1.250000,3,8,8,0,0.652174,6,2,0
1.250000,3,7,7,0,0.794118,5,1,1
1.250000,3,278,278,1,0.743542,182,20,76
1.250000,3,43,9,0,0.671756,12,17,14
1.250000,3,76,37,0,0.662222,39,1,36
1.250000,3,44,44,0,0.648000,0,0,44
1.250000,3,309,1,0,0.439201,209,38,62
1.250000,3,45,28,0,0.733728,0,24,21
1.250000,3,303,188,0,0.697906,50,117,136
1.250000,3,98,0,1,0.132743,37,12,49
1.250000,3,477,1,1,0.004175,104,154,219
1.250000,3,100,33,0,0.661017,20,47,33
1.250000,3,51,1,0,0.598425,1,35,15
1.250000,3,71,0,1,0.643216,45,26,0
1.250000,3,85,0,1,0.667969,0,25,60
1.250000,3,149,105,0,0.811631,87,4,58
1.250000,5,63,9,0,0.744939,8,8,0,20,27
1.250000,5,128,7,0,0.828648,53,38,0,35,2
1.250000,5,89,50,0,0.817248,15,50,0,16,8
1.250000,5,147,26,0,0.746988,25,29,42,17,34
1.250000,5,724,0,1,0.739662,275,0,180,137,132
1.250000,5,181,0,1,0.623701,24,0,25,100,32
1.250000,5,328,1,0,0.642312,48,32,28,168,52
1.250000,5,46,5,0,0.682759,3,12,11,4,16
1.250000,5,198,1,0,0.631285,44,66,13,45,30
1.250000,5,354,18,0,0.711491,71,64,85,85,49
1.250000,5,616,0,1,0.278689,15,285,285,31,0
1.250000,5,305,0,1,0.329670,0,36,144,26,99
1.250000,5,17,2,0,0.540541,1,3,12,0,1
1.250000,5,588,0,1,0.528468,76,101,31,0,380
